Exp#,Description ,Flask,Day,Time,Dilution,Aspirated.vol,Meso,Prey,Replicate,Medium,M.Red,M.Blue,M.Undefined,M.Nonfluorescent,M.TotRed,M.TotBlue,TotalMeso,M.Red.meanCh1peak,M.Blue.meanCh1peak,M.Undefined.meanCh1peak,M.Nonfluorescent.meanCh1peak,M.Red.sdCh1peak,M.Blue.sdCh1peak,M.Undefined.sdCh1peak,M.Nonfluorescent.sdCh1peak,M.Red.meanCh2peak,M.Blue.meanCh2peak,M.Undefined.meanCh2peak,M.Nonfluorescent.meanCh2peak,M.Red.sdCh2peak,M.Blue.sdCh2peak,M.Undefined.sdCh2peak,M.Nonfluorescent.sdCh2peak,C.Red,C.Blue,C.Undefined,C.Nonfluorescent,C.TotRed,C.TotBlue,TotalCrypto,C.Red.meanCh1peak,C.Blue.meanCh1peak,C.Undefined.meanCh1peak,C.Nonfluorescent.meanCh1peak,C.Red.sdCh1peak,C.Blue.sdCh1peak,C.Undefined.sdCh1peak,C.Nonfluorescent.sdCh1peak,C.Red.meanCh2peak,C.Blue.meanCh2peak,C.Undefined.meanCh2peak,C.Nonfluorescent.meanCh2peak,C.Red.sdCh2peak,C.Blue.sdCh2peak,C.Undefined.sdCh2peak,C.Nonfluorescent.sdCh2peak,M.Red.ESD,M.Blue.ESD,M.Undefined.ESD,M.Nonfluorescent.ESD,TotalMeso.ESD,C.Red.ESD,C.Blue.ESD,C.Undefined.ESD,C.Nonfluorescent.ESD,TotalCrypto.ESD
12,MC_SM+CM,Flask6,D0,0.7,20,0.985,MCSM,SM+CM,C,F2,20,0,0,1,21,0,21,5.9115,NA,NA,4.44,0.1359672948,NA,NA,NA,5.6505,NA,NA,0,0.1952454595,NA,NA,NA,849,131,0,5,853.3316327,131.6683673,985,5.499458186,5.203206107,NA,4.616,0.1201784776,0.2054498523,NA,0.4775248685,5.237644287,3.733740458,NA,0,0.1479971976,0.26600849,NA,0,6581.708,NA,NA,2818.11,6402.489048,787.031225,539.4134351,NA,350.734,751.8846091
12,MC_SM+CM,Flask7,D0,0.7,5,0.984,MCSM,0,A,F2,716,0,12,3,731,0,731,5.916187151,NA,4.596666667,4.343333333,0.1579965961,NA,0.1752573865,0.3010537051,5.688365922,NA,4.1525,0,0.1772414423,NA,0.2862016136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6348.775196,NA,5915.804167,6155.463333,6340.874254,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask8,D0,0.71,5,0.98,MCSM,0,B,F2,705,0,15,0,720,0,720,5.929248227,NA,4.634666667,NA,0.1710524805,NA,0.2703401737,NA,5.679758865,NA,4.160666667,NA,0.1887889748,NA,0.5541720551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6606.474411,NA,6781.396,NA,6610.118611,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask1,D1,1.67,50,0.984,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,180,0,5,767.0455992,180.9544008,948,5.636461337,5.237222222,NA,4.78,0.1047396824,0.276615732,NA,0.54,5.357483617,3.746833333,NA,0,0.110594721,0.2818483982,NA,0,NA,NA,NA,NA,NA,855.489502,630.6823333,NA,1028.826,813.7188186
12,MC_SM+CM,Flask2,D1,1.68,20,0.985,MCSM,SM+CM,A,F2,54,0,0,0,54,0,54,6.310740741,NA,NA,NA,0.1206718903,NA,NA,NA,5.947222222,NA,NA,NA,0.1954425715,NA,NA,NA,552,112,0,0,552,112,664,5.652554348,5.198214286,NA,NA,0.1297540489,0.285178036,NA,NA,5.366358696,3.764464286,NA,NA,0.1631973018,0.3047546326,NA,NA,9806.462963,NA,NA,NA,9806.462963,775.0598007,567.463125,NA,NA,740.043494
12,MC_SM+CM,Flask3,D1,1.69,50,0.985,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,178,0,3,802.4539877,178.5460123,981,5.6698375,5.253426966,NA,4.27,0.103416475,0.2365716713,NA,0.0916515139,5.4228875,3.798595506,NA,0,0.1091853431,0.2264657078,NA,0,NA,NA,NA,NA,NA,820.360675,641.3988764,NA,1075.173333,788.6677472
12,MC_SM+CM,Flask4,D1,1.69,20,0.985,MCSM,SM+CM,B,F2,51,0,0,0,51,0,51,6.276862745,NA,NA,NA,0.2072437231,NA,NA,NA,5.961568627,NA,NA,NA,0.2079266462,NA,NA,NA,937,151,0,3,939.5836397,151.4163603,1091,5.661515475,5.248741722,NA,4.233333333,0.1290905401,0.2550432764,NA,0.02309401077,5.412742796,3.77013245,NA,0,0.1309435311,0.2767814704,NA,0,10389.47,NA,NA,NA,10389.47,804.8516542,552.3557616,NA,500.1833333,769.0671586
12,MC_SM+CM,Flask5,D1,1.7,50,0.984,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055,192,0,2,1056.692061,192.3079391,1249,5.663507109,5.272083333,NA,4.3,0.1134537317,0.2592414091,NA,0.2404163056,5.405251185,3.76015625,NA,0,0.1294386817,0.2391925259,NA,0,NA,NA,NA,NA,NA,799.3752701,528.3311979,NA,776.145,757.6723699
12,MC_SM+CM,Flask6,D1,1.71,20,0.984,MCSM,SM+CM,C,F2,39,0,1,0,40,0,40,6.284615385,NA,4.5,NA,0.1218464554,NA,NA,NA,5.947692308,NA,3.89,NA,0.1542974151,NA,NA,NA,563,126,0,2,564.6342525,126.3657475,691,5.6669627,5.227619048,NA,4.24,0.1165038314,0.2665736028,NA,0.02828427125,5.426980462,3.756984127,NA,0,0.1329133369,0.2364039588,NA,0,10731.08462,NA,8844.8,NA,10683.9275,830.1949201,471.9392857,NA,266.98,763.2388567
12,MC_SM+CM,Flask7,D1,1.72,10,0.959,MCSM,0,A,F2,91,0,0,0,91,0,91,5.993186813,NA,NA,NA,0.1569563217,NA,NA,NA,5.706153846,NA,NA,NA,0.1885545558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7416.756044,NA,NA,NA,7416.756044,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask8,D1,1.72,10,0.945,MCSM,0,B,F2,101,0,1,0,102,0,102,6.008712871,NA,4.67,NA,0.1731222884,NA,NA,NA,5.726336634,NA,4.27,NA,0.1674498299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7544.267723,NA,4555.44,NA,7514.96549,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask1,D2,2.74,50,0.983,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,144,0,3,1083.647347,144.3526531,1228,5.632044403,5.114236111,NA,4.313333333,0.1078956194,0.3476807873,NA,0.02886751346,5.41213691,3.779722222,NA,0,0.1232385662,0.2479593482,NA,0,NA,NA,NA,NA,NA,880.702914,571.8363889,NA,830.0933333,844.360399
12,MC_SM+CM,Flask2,D2,2.75,20,0.96,MCSM,SM+CM,A,F2,81,0,2,0,83,0,83,6.267283951,NA,4.485,NA,0.139140328,NA,0.1202081528,NA,5.903209877,NA,3.765,NA,0.1660483902,NA,0.1909188309,NA,727,131,0,4,730.3892774,131.6107226,862,5.678803301,5.134885496,NA,4.4075,0.1405560527,0.3001444945,NA,0.5350623017,5.422269601,3.768320611,NA,0,0.1460497064,0.2889480993,NA,0,8980.887901,NA,9807.135,NA,9000.79747,811.14011,513.1603053,NA,1277.88,768.0213225
12,MC_SM+CM,Flask3,D2,2.75,50,0.983,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,154,0,2,1126.759187,154.2408131,1281,5.658835556,5.23987013,NA,4.725,0.1112056804,0.2467222699,NA,0.6434671709,5.467493333,3.730324675,NA,0,0.1244058163,0.3162554995,NA,0,NA,NA,NA,NA,NA,835.6519911,575.2076623,NA,1374.235,805.182623
12,MC_SM+CM,Flask4,D2,2.76,20,0.984,MCSM,SM+CM,B,F2,93,0,2,0,95,0,95,6.261827957,NA,4.92,NA,0.1761233895,NA,0.1414213562,NA,5.925053763,NA,4.375,NA,0.2017565454,NA,0.02121320344,NA,811,208,0,2,812.5917566,208.4082434,1021,5.690493218,5.133990385,NA,4.755,0.1369878913,0.3264624323,NA,0.6858935778,5.48134402,3.806201923,NA,0,0.1481342193,0.2651687961,NA,0,9403.917527,NA,6346.55,NA,9339.551895,889.7052281,616.7178846,NA,1153.98,834.6094221
12,MC_SM+CM,Flask5,D2,2.77,50,0.983,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073,146,0,3,1075.640689,146.3593109,1222,5.61693383,5.124452055,NA,5.213333333,0.1088526163,0.3314961503,NA,0.06350852961,5.413923579,3.733150685,NA,0,0.1239943943,0.3068724399,NA,0,NA,NA,NA,NA,NA,928.8554706,655.1234932,NA,609.56,895.3671277
12,MC_SM+CM,Flask6,D2,2.77,20,0.983,MCSM,SM+CM,C,F2,81,0,3,0,84,0,84,6.28,NA,4.973333333,NA,0.1483239697,NA,0.400166632,NA,5.902962963,NA,3.996666667,NA,0.1642136143,NA,0.3957692931,NA,775,263,0,3,777.2398844,263.7601156,1041,5.711122581,5.217148289,NA,5.223333333,0.1251000806,0.307035575,NA,0.04618802154,5.460967742,3.778136882,NA,0,0.1388880453,0.2916940981,NA,0,9250.422593,NA,10242.54667,NA,9285.855595,926.1212387,633.5598099,NA,692.1166667,851.5336599
12,MC_SM+CM,Flask7,D2,2.78,20,0.962,MCSM,0,A,F2,134,0,2,1,137,0,137,5.979253731,NA,4.655,4.15,0.213649375,NA,0.374766594,NA,5.717537313,NA,4.07,0,0.2124558745,NA,0.2121320344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7275.412164,NA,4112.55,5218.71,7214.226569,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask8,D2,2.79,20,0.984,MCSM,0,B,F2,826,0,4,1,831,0,831,5.95846247,NA,4.64,4.7,0.2118133751,NA,0.1029563014,NA,5.696900726,NA,4.135,0,0.2122396183,NA,0.1266227994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6970.608777,NA,4059.9775,7033.95,6956.674741,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask1,D3,3.77,100,0.986,0,SM+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,179,0,5,793.0754132,179.9245868,973,5.608479087,5.065810056,NA,4.87,0.1279840513,0.3403827781,NA,0.5163332257,5.438415716,3.835698324,NA,0,0.1276909322,0.2626847954,NA,0,NA,NA,NA,NA,NA,857.2400507,559.4517877,NA,700.678,801.6522713
12,MC_SM+CM,Flask2,D3,3.78,20,0.984,MCSM,SM+CM,A,F2,128,0,1,0,129,0,129,6.165,NA,4.87,NA,0.1690874069,NA,NA,NA,5.8446875,NA,3.65,NA,0.2022352941,NA,NA,NA,599,163,0,0,599,163,762,5.680267112,5.146687117,NA,NA,0.1368161454,0.2800971067,NA,NA,5.460901503,3.785030675,NA,NA,0.1654360469,0.2603046037,NA,NA,7777.909063,NA,5895.27,NA,7763.314961,858.4111018,573.836135,NA,NA,797.5374541
12,MC_SM+CM,Flask3,D3,3.79,100,0.986,0,SM+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,164,0,10,803.2898853,165.7101147,969,5.630213836,5.129207317,NA,4.66,0.1068030017,0.3160821994,NA,1.676782633,5.450238994,3.807378049,NA,0.415,0.1278590149,0.2435923952,NA,1.312345229,NA,NA,NA,NA,NA,809.9264654,609.4826829,NA,807.535,775.9773478
12,MC_SM+CM,Flask4,D3,3.79,20,0.985,MCSM,SM+CM,B,F2,121,0,2,0,123,0,123,6.219669421,NA,4.7,NA,0.1413325504,NA,0.6505382387,NA,5.898264463,NA,4.175,NA,0.2037836994,NA,0.1909188309,NA,647,171,0,1,647.7909535,171.2090465,819,5.686027821,5.185321637,NA,5.15,0.1297550174,0.2632205216,NA,NA,5.461499227,3.747368421,NA,0,0.1608993962,0.2672376755,NA,NA,8321.056777,NA,11362.375,NA,8370.509106,890.6531685,619.5151462,NA,294.58,833.314127
12,MC_SM+CM,Flask5,D3,3.8,100,0.985,0,SM+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,165,0,1,758.8212351,165.1787649,924,5.633944591,5.168909091,NA,4.34,0.1082617899,0.2895518366,NA,NA,5.447269129,3.798545455,NA,0,0.1238284443,0.2422638517,NA,NA,NA,NA,NA,NA,NA,879.192876,632.5144242,NA,323.72,834.5419913
12,MC_SM+CM,Flask6,D3,3.81,20,0.984,MCSM,SM+CM,C,F2,183,0,1,0,184,0,184,6.196120219,NA,5.27,NA,0.1496212316,NA,NA,NA,5.84284153,NA,3.61,NA,0.1857790606,NA,NA,NA,445,143,0,3,447.2704082,143.7295918,591,5.715483146,5.148111888,NA,4.65,0.1527394083,0.3196035199,NA,0.713582511,5.50458427,3.824545455,NA,0,0.2148173752,0.2669908667,NA,0,8145.132678,NA,6645.23,NA,8136.981033,811.6873933,566.8744755,NA,489.3566667,750.8155838
12,MC_SM+CM,Flask7,D3,3.81,10,0.984,MCSM,0,A,F2,1061,0,14,0,1075,0,1075,5.923911404,NA,4.675,NA,0.230417725,NA,0.1670904868,NA,5.653760603,NA,4.092857143,NA,0.2155066325,NA,0.5102100408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6736.628992,NA,4773.963571,NA,6711.068698,NA,NA,NA,NA,NA
12,MC_SM+CM,Flask8,D3,3.82,10,0.959,MCSM,0,B,F2,996,0,17,1,1014,0,1014,5.938373494,NA,4.63,4.57,0.2279049548,NA,0.2241651177,NA,5.649949799,NA,4.153529412,0,0.2043317273,NA,0.3318497623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6764.462851,NA,4190.510588,5736.66,6720.296193,NA,NA,NA,NA,NA
13,MR_RS+CM,Flask1,D0,0.61,10,0.958,0,RS+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987,130,0,7,993.1853178,130.8146822,1124,5.631752786,5.029846154,NA,4.59,0.1091246179,0.3634204105,NA,0.3603239283,5.262847011,3.875,NA,0,0.1220734487,0.2581576046,NA,0,NA,NA,NA,NA,NA,1026.725684,651.1033077,NA,750.8957143,981.5640125
13,MR_RS+CM,Flask2,D0,0.61,10,0.959,MRTA,RS+CM,A,F2,134,0,4,2,140,0,140,6.152238806,NA,4.94,4.3,0.1692248662,NA,0.3497618237,0.2404163056,5.877835821,NA,3.9475,0,0.194890993,NA,0.18080837,0,893,112,0,6,898.3313433,112.6686567,1011,5.676394177,5.090357143,NA,4.518333333,0.1381970276,0.3467764775,NA,0.3754685961,5.310996641,3.853214286,NA,0,0.1843270788,0.3258563611,NA,0,12177.43888,NA,14150.85,6649.445,12154.85071,1019.124513,487.3300893,NA,482.2516667,957.0253907
13,MR_RS+CM,Flask3,D0,0.62,10,0.959,0,RS+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,109,0,6,771.2525714,109.7474286,881,5.668472585,5.130183486,NA,4.338333333,0.1026696773,0.3248987924,NA,0.1845444842,5.301018277,3.89587156,NA,0,0.1087024225,0.2335919638,NA,0,NA,NA,NA,NA,NA,1029.773486,428.6474312,NA,1092.336667,955.8264245
13,MR_RS+CM,Flask4,D0,0.63,10,0.96,MRTA,RS+CM,B,F2,120,0,3,0,123,0,123,6.148333333,NA,4.59,NA,0.1854784109,NA,0.3386738844,NA,5.856,NA,4.14,NA,0.2066231092,NA,0.2645751311,NA,781,107,0,2,782.759009,107.240991,890,5.683713188,5.15682243,NA,4.345,0.1329393141,0.2663187129,NA,0.07778174593,5.340473752,3.92,NA,0,0.1507006062,0.2110620047,NA,0,11436.12725,NA,12358.24333,NA,11458.61789,825.7915877,482.1733645,NA,1174.005,785.2626854
13,MR_RS+CM,Flask5,D0,0.64,10,0.958,0,RS+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,116,0,5,833.3862434,116.6137566,950,5.668648975,5.063362069,NA,4.424,0.1071574243,0.3306960879,NA,0.4113149645,5.320434258,3.835603448,NA,0,0.1142442277,0.2704498307,NA,0,NA,NA,NA,NA,NA,918.7355247,606.9678448,NA,773.064,879.9003579
13,MR_RS+CM,Flask6,D0,0.65,10,0.961,MRTA,RS+CM,C,F2,136,0,3,1,140,0,140,6.171691176,NA,4.753333333,4.19,0.1517041719,NA,0.3233161507,NA,5.888823529,NA,3.966666667,0,0.1627315846,NA,0.7165426249,NA,791,130,0,4,794.4353963,130.5646037,925,5.676005057,5.118153846,NA,4.26,0.1285546526,0.3474933151,NA,0.1542724862,5.337471555,3.858153846,NA,0,0.143063866,0.3162934184,NA,0,11979.84103,NA,10071.17333,8513.42,11914.18086,911.3391656,534.8276154,NA,791.7175,857.9067459
13,MR_RS+CM,Flask7,D0,0.65,5,0.957,MRTA,0,A,F2,199,0,4,0,203,0,203,6.163718593,NA,4.625,NA,0.1331788545,NA,0.4761302343,NA,5.905125628,NA,3.87,NA,0.1530625385,NA,0.8051500895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12266.80829,NA,17137.605,NA,12362.78458,NA,NA,NA,NA,NA
13,MR_RS+CM,Flask8,D0,0.66,5,0.959,MRTA,0,B,F2,231,0,4,0,235,0,235,6.166709957,NA,4.72,NA,0.1246159242,NA,0.2877498914,NA,5.895021645,NA,4.3925,NA,0.1290125523,NA,0.4260966244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12011.56801,NA,10633.81,NA,11988.11681,NA,NA,NA,NA,NA
13,MR_RS+CM,Flask1,D1,1.51,20,0.96,0,RS+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,79,0,2,582.7606061,79.23939394,662,5.703648881,5.046962025,NA,4.38,0.1090449478,0.3562819196,NA,0.1414213562,5.473442341,3.891772152,NA,0,0.1260098198,0.3081489795,NA,0,NA,NA,NA,NA,NA,854.6796558,615.0016456,NA,1183.585,827.0712689
13,MR_RS+CM,Flask2,D1,1.52,20,0.959,MRTA,RS+CM,A,F2,87,0,2,0,89,0,89,6.121609195,NA,4.93,NA,0.1457608232,NA,0.08485281374,NA,5.87816092,NA,4.5,NA,0.1801131991,NA,0.01414213562,NA,558,80,0,1,558.8746082,80.12539185,639,5.69437276,5.180375,NA,4.47,0.1199680573,0.2714025631,NA,NA,5.453853047,3.8675,NA,0,0.1611706275,0.2722921923,NA,NA,11163.14414,NA,8879.41,NA,11111.82427,783.7694803,500.599875,NA,382.44,747.6898279
13,MR_RS+CM,Flask3,D1,1.53,20,0.961,0,RS+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,61,0,2,598.8145897,61.18541033,660,5.697939698,5.135901639,NA,4.23,0.1065896433,0.3644327878,NA,0,5.50279732,3.872786885,NA,0,0.1252100817,0.2310564949,NA,0,NA,NA,NA,NA,NA,839.851675,553.7767213,NA,634.275,812.7884545
13,MR_RS+CM,Flask4,D1,1.53,20,0.953,MRTA,RS+CM,B,F2,81,0,4,0,85,0,85,6.099382716,NA,4.6475,NA,0.1443896264,NA,0.5516868073,NA,5.878641975,NA,4.0675,NA,0.1766759257,NA,0.3838728088,NA,507,79,0,0,507,79,586,5.722327416,5.195189873,NA,NA,0.1210580305,0.2968676678,NA,NA,5.531597633,3.833797468,NA,NA,0.1442412746,0.2433858591,NA,NA,10256.55198,NA,7515.415,NA,10127.55729,793.7044773,479.621519,NA,NA,751.3622355
13,MR_RS+CM,Flask5,D1,1.54,20,0.957,0,RS+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,90,0,1,648.8780488,90.12195122,739,5.718888889,5.230444444,NA,4.14,0.1135461831,0.2390473185,NA,NA,5.556388889,3.865888889,NA,0,0.1242221548,0.2822497676,NA,NA,NA,NA,NA,NA,NA,885.7695833,481.4646667,NA,168.72,835.5605277
13,MR_RS+CM,Flask6,D1,1.55,20,0.961,MRTA,RS+CM,C,F2,84,0,2,0,86,0,86,6.096904762,NA,4.525,NA,0.152568185,NA,0.1202081528,NA,5.861785714,NA,3.73,NA,0.1477881968,NA,1.301076477,NA,648,92,0,3,650.627027,92.37297297,743,5.716033951,5.170543478,NA,4.246666667,0.1171222908,0.2986797474,NA,0.08736894948,5.561990741,3.869456522,NA,0,0.1344628787,0.2707472936,NA,0,11648.99679,NA,14309.26,NA,11710.86337,952.2249846,489.3307609,NA,804.37,894.3113459
13,MR_RS+CM,Flask7,D1,1.55,5,0.962,MRTA,0,A,F2,369,0,4,0,373,0,373,6.120352304,NA,4.7375,NA,0.1345024466,NA,0.1901534468,NA,5.874092141,NA,4.2825,NA,0.1553740304,NA,0.2054872259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10531.47325,NA,9309.32,NA,10518.36705,NA,NA,NA,NA,NA
13,MR_RS+CM,Flask8,D1,1.56,5,0.96,MRTA,0,B,F2,336,0,2,0,338,0,338,6.156785714,NA,4.7,NA,0.118849316,NA,0.4808326112,NA,5.866845238,NA,4.465,NA,0.127254076,NA,1.506137444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10458.69348,NA,8721.215,NA,10448.41254,NA,NA,NA,NA,NA
13,MR_RS+CM,Flask1,D2,2.57,50,0.958,0,RS+CM,A,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,106,0,4,800.530454,106.469546,907,5.728920954,5.104056604,NA,4.37,0.1056023166,0.3806755356,NA,0.05099019514,5.591342535,3.963113208,NA,0,0.1376401227,0.3111954315,NA,0,NA,NA,NA,NA,NA,1094.131041,726.31,NA,653.715,1049.20194
13,MR_RS+CM,Flask2,D2,2.58,50,0.958,MRTA,RS+CM,A,F2,60,0,0,0,60,0,60,6.076333333,NA,NA,NA,0.1532248449,NA,NA,NA,5.835333333,NA,NA,NA,0.166920936,NA,NA,NA,583,52,0,2,584.8362205,52.16377953,637,5.729073756,5.066730769,NA,4.79,0.1057675256,0.4304020972,NA,0.5939696962,5.585660377,3.842115385,NA,0,0.1458163461,0.2990988855,NA,0,9291.219,NA,NA,NA,9291.219,1138.770532,726.0746154,NA,594.765,1103.373046
13,MR_RS+CM,Flask3,D2,2.6,50,0.961,0,RS+CM,B,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679,100,0,3,681.6148909,100.3851091,782,5.755758468,5.1984,NA,4.636666667,0.1011569095,0.3514607899,NA,0.5192622972,5.61089838,3.9441,NA,0,0.1433797276,0.2669547497,NA,0,NA,NA,NA,NA,NA,1069.25866,647.738,NA,1015.923333,1015.151151
13,MR_RS+CM,Flask4,D2,2.6,50,0.959,MRTA,RS+CM,B,F2,36,0,0,0,36,0,36,6.120833333,NA,NA,NA,0.1471126876,NA,NA,NA,5.900555556,NA,NA,NA,0.1536218817,NA,NA,NA,473,72,0,1,473.8678899,72.13211009,546,5.753446089,5.181527778,NA,4.15,0.1015815911,0.37052935,NA,NA,5.626955603,3.897916667,NA,0,0.1429280374,0.3263280018,NA,NA,9646.636389,NA,NA,NA,9646.636389,997.8280973,494.0131944,NA,456.54,930.3995971
13,MR_RS+CM,Flask5,D2,2.61,50,0.958,0,RS+CM,C,F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,98,0,0,726,98,824,5.744311295,5.213673469,NA,NA,0.1054305174,0.3172087925,NA,NA,5.620936639,3.939693878,NA,NA,0.1369991849,0.252759835,NA,NA,NA,NA,NA,NA,NA,1103.255716,750.7876531,NA,NA,1061.335971
13,MR_RS+CM,Flask6,D2,2.62,50,0.959,MRTA,RS+CM,C,F2,36,0,0,0,36,0,36,6.118888889,NA,NA,NA,0.1055537176,NA,NA,NA,5.911944444,NA,NA,NA,0.1055819098,NA,NA,NA,513,70,0,3,515.6397942,70.36020583,586,5.765341131,5.137,NA,4.446666667,0.1093675471,0.3799364935,NA,0.105039675,5.670233918,3.909428571,NA,0,0.142331122,0.2904463617,NA,0,9457.901667,NA,NA,NA,9457.901667,1026.196218,579.5507143,NA,578.44,970.5503925
13,MR_RS+CM,Flask7,D2,2.63,5,0.961,MRTA,0,A,F2,427,0,4,2,433,0,433,6.127096019,NA,4.3325,4.31,0.1432257408,NA,0.2535580144,0.2121320344,5.897704918,NA,4.005,0,0.1515270535,NA,0.1682260384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10029.91443,NA,12911.12,6620.665,10040.78353,NA,NA,NA,NA,NA
13,MR_RS+CM,Flask8,D2,2.63,5,0.949,MRTA,0,B,F2,332,0,2,0,334,0,334,6.143403614,NA,5.11,NA,0.1346277616,NA,0.4384062043,NA,5.901114458,NA,4.82,NA,0.1495823758,NA,0.6222539674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9772.430482,NA,6482.11,NA,9752.727964,NA,NA,NA,NA,NA
